TIME(s)	'pip2,ap2'	'ap2,trans'	Nloops	nOverlapPartner	nOverlapSystem	nOverlapSpanBox	nDisplace2D	nDisplace3D	nDisplace3Dto2D	nAssocSuccess
0.00521	54	39	0	0	0	0	0	0	0	99
0.00522	54	39	0	0	0	0	0	0	0	99
0.00523	54	39	0	0	0	0	0	0	0	99
0.00524	54	39	0	0	0	0	0	0	0	99
0.00525	54	39	0	0	0	0	0	0	0	99
0.00526	54	39	0	0	0	0	0	0	0	99
0.00527	55	39	0	0	0	0	0	0	0	100
0.00528	55	39	0	0	0	0	0	0	0	100
0.00529	55	39	0	0	0	0	0	0	0	100
0.0053	55	39	0	0	0	0	0	0	0	100
0.00531	55	39	0	0	0	0	0	0	0	100
0.00532	57	39	0	0	0	0	0	0	0	102
0.00533	56	39	0	0	0	0	0	0	0	102
0.00534	56	38	0	0	0	0	0	0	0	102
0.00535	56	38	0	0	0	0	0	0	0	102
0.00536	56	38	0	0	0	0	0	0	0	102
