Time (s),pip2(ap2),ap2(a~U),ap2(a~P),ap2(b),trans(ap2),aak1(ap2),ap2(b!1).pip2(ap2!1),ap2(a~P!1).trans(ap2!1),aak1(ap2!1).ap2(a~U!1),aak1(ap2!1).ap2(a~P!1)
0.39646,642,293,33,142,26,0,358,74,100,0
0.39647,642,293,33,142,26,0,358,74,100,0
0.39648,642,293,33,142,26,0,358,74,100,0
0.39649,642,294,32,142,25,1,358,75,99,0
0.3965,642,294,32,142,25,1,358,75,99,0
0.39651,642,295,32,142,25,2,358,75,98,0
0.39652,642,295,32,142,25,2,358,75,98,0
0.39653,642,295,32,142,25,2,358,75,98,0
0.39654,642,294,32,142,25,1,358,75,99,0
0.39655,642,293,32,142,25,0,358,75,100,0
0.39656,642,293,33,142,26,0,358,74,100,0
0.39657,642,294,33,142,26,1,358,74,99,0
0.39658,642,294,33,142,26,1,358,74,99,0
0.39659,642,295,33,142,26,2,358,74,98,0
0.3966,642,295,33,142,26,2,358,74,98,0
0.39661,642,294,33,142,26,1,358,74,99,0
0.39662,642,296,33,142,26,3,358,74,97,0
0.39663,642,296,33,142,26,3,358,74,97,0
0.39664,642,295,33,142,26,2,358,74,98,0
0.39665,642,293,33,142,26,0,358,74,100,0
0.39666,642,294,32,142,25,1,358,75,99,0
0.39667,642,294,32,142,25,1,358,75,99,0
0.39668,642,293,32,142,25,0,358,75,100,0
0.39669,642,293,32,142,25,0,358,75,100,0
0.3967,641,294,32,141,25,1,359,75,99,0
0.39671,641,296,32,141,25,3,359,75,97,0
0.39672,642,294,32,142,25,1,358,75,99,0
0.39673,642,293,32,142,25,0,358,75,100,0
0.39674,642,294,32,142,25,1,358,75,99,0
0.39675,642,295,32,142,25,2,358,75,98,0
0.39676,642,295,32,142,25,2,358,75,98,0
0.39677,642,294,32,142,25,1,358,75,99,0
0.39678,642,295,32,142,25,2,358,75,98,0
0.39679,642,294,32,142,25,1,358,75,99,0
0.3968,642,295,32,142,25,2,358,75,98,0
0.39681,641,294,32,141,25,1,359,75,99,0
0.39682,641,295,32,141,25,2,359,75,98,0
0.39683,641,294,32,141,25,1,359,75,99,0
0.39684,641,294,32,141,25,1,359,75,99,0
0.39685,641,294,32,141,25,1,359,75,99,0
0.39686,641,294,32,141,25,1,359,75,99,0
0.39687,641,295,32,141,25,2,359,75,98,0
0.39688,641,296,32,141,25,3,359,75,97,0
0.39689,641,296,32,141,25,3,359,75,97,0
0.3969,641,296,32,141,25,3,359,75,97,0
0.39691,640,294,32,140,25,1,360,75,99,0
0.39692,640,294,33,140,26,1,360,74,99,0
0.39693,640,293,33,140,26,0,360,74,100,0
0.39694,641,293,33,141,26,0,359,74,100,0
0.39695,641,293,33,141,26,0,359,74,100,0
0.39696,641,293,33,141,26,0,359,74,100,0
0.39697,641,293,33,141,26,0,359,74,100,0
0.39698,641,293,33,141,26,0,359,74,100,0
0.39699,641,294,33,141,26,1,359,74,99,0
0.397,642,293,33,142,26,0,358,74,100,0
0.39701,642,293,33,142,26,0,358,74,100,0
0.39702,642,293,33,142,26,0,358,74,100,0
0.39703,642,294,33,142,26,1,358,74,99,0
0.39704,642,293,33,142,26,0,358,74,100,0
0.39705,642,293,33,142,26,0,358,74,100,0
0.39706,643,294,33,143,26,1,357,74,99,0
0.39707,643,293,32,143,25,0,357,75,100,0
0.39708,643,294,32,143,25,1,357,75,99,0
0.39709,644,293,32,144,25,0,356,75,100,0
0.3971,644,293,32,144,25,0,356,75,100,0
0.39711,644,293,32,144,25,0,356,75,100,0
0.39712,644,293,32,144,25,0,356,75,100,0
0.39713,644,294,32,144,25,1,356,75,99,0
0.39714,644,293,32,144,25,0,356,75,100,0
0.39715,643,293,32,143,25,0,357,75,100,0
0.39716,643,293,32,143,25,0,357,75,100,0
0.39717,643,293,32,143,25,0,357,75,100,0
0.39718,643,293,32,143,25,0,357,75,100,0
0.39719,643,293,32,143,25,0,357,75,100,0
0.3972,643,294,32,143,25,1,357,75,99,0
0.39721,643,294,32,143,25,1,357,75,99,0
0.39722,643,295,32,143,25,2,357,75,98,0
0.39723,642,296,32,142,25,3,358,75,97,0
0.39724,643,294,32,143,25,1,357,75,99,0
0.39725,643,293,32,143,25,0,357,75,100,0
0.39726,643,293,32,143,25,0,357,75,100,0
0.39727,643,297,32,143,25,4,357,75,96,0
0.39728,644,293,32,144,25,0,356,75,100,0
0.39729,644,293,32,144,25,0,356,75,100,0
0.3973,644,293,32,144,25,0,356,75,100,0
0.39731,644,294,32,144,25,1,356,75,99,0
0.39732,644,295,32,144,25,2,356,75,98,0
0.39733,644,294,32,144,25,1,356,75,99,0
0.39734,644,296,31,144,24,3,356,76,97,0
0.39735,645,295,31,145,24,2,355,76,98,0
0.39736,644,293,31,144,24,0,356,76,100,0
0.39737,644,293,31,144,24,0,356,76,100,0
0.39738,645,294,31,145,24,1,355,76,99,0
0.39739,645,293,31,145,24,0,355,76,100,0
0.3974,646,293,31,146,24,0,354,76,100,0
0.39741,646,293,31,146,24,0,354,76,100,0
0.39742,646,293,31,146,24,0,354,76,100,0
0.39743,646,293,31,146,24,0,354,76,100,0
0.39744,647,293,31,147,24,0,353,76,100,0
0.39745,647,295,31,147,24,2,353,76,98,0
0.39746,647,295,31,147,24,2,353,76,98,0
0.39747,647,295,31,147,24,2,353,76,98,0
0.39748,647,294,31,147,24,1,353,76,99,0
0.39749,647,293,31,147,24,0,353,76,100,0
0.3975,647,293,31,147,24,0,353,76,100,0
0.39751,648,293,31,148,24,0,352,76,100,0
0.39752,648,294,31,148,24,1,352,76,99,0
0.39753,648,293,31,148,24,0,352,76,100,0
0.39754,648,293,31,148,24,0,352,76,100,0
0.39755,647,294,31,147,24,1,353,76,99,0
0.39756,647,295,31,147,24,2,353,76,98,0
0.39757,647,294,31,147,24,1,353,76,99,0
0.39758,648,296,31,148,24,3,352,76,97,0
0.39759,648,293,31,148,24,0,352,76,100,0
0.3976,648,293,31,148,24,0,352,76,100,0
0.39761,648,294,31,148,24,1,352,76,99,0
0.39762,648,294,31,148,24,1,352,76,99,0
0.39763,648,293,32,148,25,0,352,75,100,0
0.39764,648,293,32,148,25,0,352,75,100,0
0.39765,648,293,32,148,25,0,352,75,100,0
0.39766,649,293,32,149,25,0,351,75,100,0
0.39767,648,293,32,148,25,0,352,75,100,0
0.39768,648,294,32,148,25,1,352,75,99,0
0.39769,648,293,32,148,25,0,352,75,100,0
0.3977,648,293,32,148,25,0,352,75,100,0
0.39771,648,293,32,148,25,0,352,75,100,0
0.39772,648,293,32,148,25,0,352,75,100,0
0.39773,649,293,32,149,25,0,351,75,100,0
0.39774,649,294,32,149,25,1,351,75,99,0
0.39775,649,294,32,149,25,1,351,75,99,0
0.39776,649,293,31,149,24,0,351,76,100,0
0.39777,649,294,31,149,24,1,351,76,99,0
0.39778,649,294,31,149,24,1,351,76,99,0
0.39779,649,294,31,149,24,1,351,76,99,0
0.3978,649,294,31,149,24,1,351,76,99,0
0.39781,649,293,31,149,24,0,351,76,100,0
0.39782,650,294,31,150,24,1,350,76,99,0
0.39783,651,295,31,151,24,2,349,76,98,0
0.39784,651,295,31,151,24,2,349,76,98,0
0.39785,651,295,31,151,24,2,349,76,98,0
0.39786,652,294,31,152,24,1,348,76,99,0
0.39787,651,294,31,151,24,1,349,76,99,0
0.39788,651,294,31,151,24,1,349,76,99,0
0.39789,651,295,31,151,24,2,349,76,98,0
0.3979,651,294,31,151,24,1,349,76,99,0
0.39791,651,294,31,151,24,1,349,76,99,0
0.39792,650,294,31,150,24,1,350,76,99,0
0.39793,650,296,31,150,24,3,350,76,97,0
0.39794,650,294,31,150,24,1,350,76,99,0
0.39795,650,293,31,150,24,0,350,76,100,0
0.39796,650,293,31,150,24,0,350,76,100,0
0.39797,650,293,31,150,24,0,350,76,100,0
0.39798,650,294,31,150,24,1,350,76,99,0
0.39799,650,294,31,150,24,1,350,76,99,0
0.398,650,295,31,150,24,2,350,76,98,0
0.39801,651,297,31,151,24,4,349,76,96,0
0.39802,651,294,32,151,25,1,349,75,99,0
0.39803,651,294,32,151,25,1,349,75,99,0
0.39804,651,295,32,151,25,2,349,75,98,0
0.39805,651,295,32,151,25,2,349,75,98,0
0.39806,651,294,32,151,25,1,349,75,99,0
0.39807,650,293,32,150,25,0,350,75,100,0
0.39808,650,293,32,150,25,0,350,75,100,0
0.39809,650,294,32,150,25,1,350,75,99,0
0.3981,650,293,32,150,25,0,350,75,100,0
0.39811,650,293,32,150,25,0,350,75,100,0
0.39812,651,293,32,151,25,0,349,75,100,0
0.39813,651,293,32,151,25,0,349,75,100,0
0.39814,651,294,32,151,25,1,349,75,99,0
0.39815,651,294,32,151,25,1,349,75,99,0
0.39816,651,295,32,151,25,2,349,75,98,0
0.39817,651,294,32,151,25,1,349,75,99,0
0.39818,651,294,32,151,25,1,349,75,99,0
0.39819,651,295,32,151,25,2,349,75,98,0
0.3982,651,294,32,151,25,1,349,75,99,0
0.39821,651,294,32,151,25,1,349,75,99,0
0.39822,651,294,32,151,25,1,349,75,99,0
0.39823,651,293,33,151,26,0,349,74,100,0
0.39824,651,293,33,151,26,0,349,74,100,0
0.39825,651,293,33,151,26,0,349,74,100,0
0.39826,651,293,33,151,26,0,349,74,100,0
0.39827,651,293,33,151,26,0,349,74,100,0
0.39828,651,293,33,151,26,0,349,74,100,0
0.39829,651,293,33,151,26,0,349,74,100,0
0.3983,651,293,33,151,26,0,349,74,100,0
0.39831,651,293,33,151,26,0,349,74,100,0
0.39832,651,293,33,151,26,0,349,74,100,0
0.39833,652,293,33,152,26,0,348,74,100,0
0.39834,652,293,33,152,26,0,348,74,100,0
0.39835,651,293,33,151,26,0,349,74,100,0
0.39836,651,294,33,151,26,1,349,74,99,0
0.39837,651,293,33,151,26,0,349,74,100,0
0.39838,651,293,33,151,26,0,349,74,100,0
0.39839,651,294,33,151,26,1,349,74,99,0
0.3984,651,293,33,151,26,0,349,74,100,0
0.39841,651,293,33,151,26,0,349,74,100,0
0.39842,651,293,33,151,26,0,349,74,100,0
0.39843,651,293,33,151,26,0,349,74,100,0
0.39844,651,293,33,151,26,0,349,74,100,0
0.39845,651,294,33,151,26,1,349,74,99,0
0.39846,651,293,33,151,26,0,349,74,100,0
0.39847,650,294,33,150,26,1,350,74,99,0
0.39848,650,293,33,150,26,0,350,74,100,0
0.39849,650,293,33,150,26,0,350,74,100,0
0.3985,651,293,33,151,26,0,349,74,100,0
0.39851,651,294,33,151,26,1,349,74,99,0
0.39852,651,293,33,151,26,0,349,74,100,0
0.39853,651,293,33,151,26,0,349,74,100,0
0.39854,652,293,33,152,26,0,348,74,100,0
0.39855,652,294,33,152,26,1,348,74,99,0
0.39856,652,294,33,152,26,1,348,74,99,0
0.39857,652,293,32,152,25,0,348,75,100,0
0.39858,652,293,32,152,25,0,348,75,100,0
0.39859,652,293,32,152,25,0,348,75,100,0
0.3986,652,293,33,152,26,0,348,74,100,0
0.39861,652,294,33,152,26,1,348,74,99,0
0.39862,652,294,33,152,26,1,348,74,99,0
0.39863,652,294,33,152,26,1,348,74,99,0
0.39864,652,293,33,152,26,0,348,74,100,0
0.39865,652,293,33,152,26,0,348,74,100,0
0.39866,651,294,33,151,26,1,349,74,99,0
0.39867,651,295,33,151,26,2,349,74,98,0
0.39868,651,294,34,151,27,1,349,73,99,0
0.39869,651,293,34,151,27,0,349,73,100,0
0.3987,651,293,34,151,27,0,349,73,100,0
0.39871,650,293,34,150,27,0,350,73,100,0
0.39872,650,294,34,150,27,1,350,73,99,0
0.39873,649,295,34,149,27,2,351,73,98,0
0.39874,648,295,34,148,27,2,352,73,98,0
0.39875,648,293,34,148,27,0,352,73,100,0
0.39876,648,293,34,148,27,0,352,73,100,0
0.39877,648,293,34,148,27,0,352,73,100,0
0.39878,648,293,34,148,27,0,352,73,100,0
0.39879,648,294,34,148,27,1,352,73,99,0
0.3988,648,294,34,148,27,1,352,73,99,0
0.39881,648,293,34,148,27,0,352,73,100,0
0.39882,648,293,34,148,27,0,352,73,100,0
0.39883,647,295,34,147,27,2,353,73,98,0
0.39884,647,295,34,147,27,2,353,73,98,0
0.39885,647,297,34,147,27,4,353,73,96,0
0.39886,647,296,34,147,27,3,353,73,97,0
0.39887,647,295,34,147,27,2,353,73,98,0
0.39888,647,294,34,147,27,1,353,73,99,0
0.39889,647,294,34,147,27,1,353,73,99,0
0.3989,648,293,34,148,27,0,352,73,100,0
0.39891,649,295,34,149,27,2,351,73,98,0
0.39892,649,295,34,149,27,2,351,73,98,0
0.39893,649,295,34,149,27,2,351,73,98,0
0.39894,648,296,34,148,27,3,352,73,97,0
0.39895,648,297,34,148,27,4,352,73,96,0
0.39896,648,296,34,148,27,3,352,73,97,0
0.39897,648,295,34,148,27,2,352,73,98,0
0.39898,649,294,34,149,27,1,351,73,99,0
0.39899,649,295,34,149,27,2,351,73,98,0
0.399,648,295,34,148,27,2,352,73,98,0
0.39901,648,295,34,148,27,2,352,73,98,0
0.39902,647,294,34,147,27,1,353,73,99,0
0.39903,646,294,34,146,27,1,354,73,99,0
0.39904,646,294,34,146,27,1,354,73,99,0
0.39905,647,293,34,147,27,0,353,73,100,0
0.39906,647,294,34,147,27,1,353,73,99,0
0.39907,647,294,34,147,27,1,353,73,99,0
0.39908,647,294,35,147,28,1,353,72,99,0
0.39909,647,294,35,147,28,1,353,72,99,0
0.3991,646,294,36,146,29,1,354,71,99,0
0.39911,646,294,36,146,29,1,354,71,99,0
0.39912,646,295,36,146,29,2,354,71,98,0
0.39913,646,295,36,146,29,2,354,71,98,0
0.39914,646,294,36,146,29,1,354,71,99,0
0.39915,646,294,36,146,29,1,354,71,99,0
0.39916,646,293,36,146,29,0,354,71,100,0
0.39917,645,294,36,145,29,1,355,71,99,0
0.39918,645,293,37,145,30,0,355,70,100,0
0.39919,645,293,37,145,30,0,355,70,100,0
0.3992,645,294,37,145,30,1,355,70,99,0
0.39921,646,294,37,146,30,1,354,70,99,0
0.39922,646,294,37,146,30,1,354,70,99,0
0.39923,646,293,37,146,30,0,354,70,100,0
0.39924,645,293,37,145,30,0,355,70,100,0
0.39925,645,293,38,145,31,0,355,69,100,0
0.39926,645,294,39,145,32,1,355,68,99,0
0.39927,645,293,39,145,32,0,355,68,100,0
0.39928,646,294,39,146,32,1,354,68,99,0
0.39929,646,294,40,146,33,1,354,67,99,0
0.3993,646,293,40,146,33,0,354,67,100,0
0.39931,646,294,40,146,33,1,354,67,99,0
0.39932,646,293,41,146,34,0,354,66,100,0
0.39933,646,294,41,146,34,1,354,66,99,0
0.39934,645,295,41,145,34,2,355,66,98,0
0.39935,645,295,41,145,34,2,355,66,98,0
0.39936,645,296,41,145,34,3,355,66,97,0
0.39937,645,293,41,145,34,0,355,66,100,0
0.39938,645,293,41,145,34,0,355,66,100,0
0.39939,645,293,41,145,34,0,355,66,100,0
0.3994,645,293,41,145,34,0,355,66,100,0
0.39941,645,295,41,145,34,2,355,66,98,0
0.39942,645,296,41,145,34,3,355,66,97,0
0.39943,645,295,41,145,34,2,355,66,98,0
0.39944,645,294,41,145,34,1,355,66,99,0
0.39945,645,294,41,145,34,1,355,66,99,0
0.39946,645,294,40,145,33,1,355,67,99,0
0.39947,644,294,40,144,33,1,356,67,99,0
0.39948,644,294,40,144,33,1,356,67,99,0
0.39949,644,295,41,144,34,2,356,66,98,0
0.3995,644,294,41,144,34,1,356,66,99,0
0.39951,644,294,41,144,34,1,356,66,99,0
0.39952,644,294,41,144,34,1,356,66,99,0
0.39953,643,293,41,143,34,0,357,66,100,0
0.39954,642,294,40,142,33,1,358,67,99,0
0.39955,642,295,40,142,33,2,358,67,98,0
0.39956,641,294,40,141,33,1,359,67,99,0
0.39957,641,294,40,141,33,1,359,67,99,0
0.39958,641,294,40,141,33,1,359,67,99,0
0.39959,641,295,40,141,33,2,359,67,98,0
0.3996,641,296,40,141,33,3,359,67,97,0
0.39961,643,296,40,143,33,3,357,67,97,0
0.39962,643,295,40,143,33,2,357,67,98,0
0.39963,645,294,40,145,33,1,355,67,99,0
0.39964,645,294,40,145,33,1,355,67,99,0
0.39965,645,295,39,145,32,2,355,68,98,0
0.39966,645,294,39,145,32,1,355,68,99,0
0.39967,645,295,39,145,32,2,355,68,98,0
0.39968,645,294,39,145,32,1,355,68,99,0
0.39969,646,295,39,146,32,2,354,68,98,0
0.3997,646,294,39,146,32,1,354,68,99,0
0.39971,646,295,39,146,32,2,354,68,98,0
0.39972,646,295,40,146,33,2,354,67,98,0
0.39973,646,297,40,146,33,4,354,67,96,0
0.39974,646,295,40,146,33,2,354,67,98,0
0.39975,646,295,40,146,33,2,354,67,98,0
0.39976,646,294,40,146,33,1,354,67,99,0
0.39977,646,296,40,146,33,3,354,67,97,0
0.39978,646,294,40,146,33,1,354,67,99,0
0.39979,646,293,40,146,33,0,354,67,100,0
0.3998,647,293,40,147,33,0,353,67,100,0
0.39981,647,294,40,147,33,1,353,67,99,0
0.39982,647,295,40,147,33,2,353,67,98,0
0.39983,647,293,41,147,34,0,353,66,100,0
0.39984,647,294,41,147,34,1,353,66,99,0
0.39985,646,295,41,146,34,2,354,66,98,0
0.39986,646,294,41,146,34,1,354,66,99,0
0.39987,645,294,41,145,34,1,355,66,99,0
0.39988,645,294,41,145,34,1,355,66,99,0
0.39989,645,294,41,145,34,1,355,66,99,0
0.3999,645,294,41,145,34,1,355,66,99,0
0.39991,645,293,41,145,34,0,355,66,100,0
0.39992,645,293,41,145,34,0,355,66,100,0
0.39993,645,293,41,145,34,0,355,66,100,0
0.39994,646,293,41,146,34,0,354,66,100,0
0.39995,646,293,41,146,34,0,354,66,100,0
0.39996,646,293,41,146,34,0,354,66,100,0
0.39997,646,293,41,146,34,0,354,66,100,0
0.39998,646,294,41,146,34,1,354,66,99,0
0.39999,647,294,41,147,34,1,353,66,99,0
0.4,647,294,41,147,34,1,353,66,99,0
0.40001,647,293,41,147,34,0,353,66,100,0
0.40002,647,293,41,147,34,0,353,66,100,0
0.40003,646,294,41,146,34,1,354,66,99,0
0.40004,645,293,41,145,34,0,355,66,100,0
0.40005,645,293,41,145,34,0,355,66,100,0
0.40006,645,294,41,145,34,1,355,66,99,0
0.40007,646,293,41,146,34,0,354,66,100,0
0.40008,646,293,41,146,34,0,354,66,100,0
0.40009,646,295,41,146,34,2,354,66,98,0
0.4001,646,293,41,146,34,0,354,66,100,0
0.40011,645,294,41,145,34,1,355,66,99,0
0.40012,645,295,41,145,34,2,355,66,98,0
0.40013,644,297,41,144,34,4,356,66,96,0
0.40014,644,296,41,144,34,3,356,66,97,0
0.40015,644,295,41,144,34,2,356,66,98,0
0.40016,644,296,40,144,33,3,356,67,97,0
0.40017,645,295,40,145,33,2,355,67,98,0
0.40018,645,294,40,145,33,1,355,67,99,0
0.40019,645,294,40,145,33,1,355,67,99,0
0.4002,646,295,40,146,33,2,354,67,98,0
0.40021,646,296,40,146,33,3,354,67,97,0
0.40022,646,296,40,146,33,3,354,67,97,0
0.40023,646,296,40,146,33,3,354,67,97,0
0.40024,646,295,40,146,33,2,354,67,98,0
0.40025,646,296,40,146,33,3,354,67,97,0
0.40026,646,294,40,146,33,1,354,67,99,0
0.40027,646,294,40,146,33,1,354,67,99,0
0.40028,647,294,40,147,33,1,353,67,99,0
0.40029,647,294,40,147,33,1,353,67,99,0
0.4003,647,294,40,147,33,1,353,67,99,0
0.40031,647,294,40,147,33,1,353,67,99,0
0.40032,647,293,40,147,33,0,353,67,100,0
0.40033,647,295,40,147,33,2,353,67,98,0
0.40034,647,294,40,147,33,1,353,67,99,0
0.40035,647,294,40,147,33,1,353,67,99,0
0.40036,648,294,40,148,33,1,352,67,99,0
0.40037,648,294,40,148,33,1,352,67,99,0
0.40038,647,293,40,147,33,0,353,67,100,0
0.40039,647,293,40,147,33,0,353,67,100,0
0.4004,645,293,40,145,33,0,355,67,100,0
0.40041,645,294,40,145,33,1,355,67,99,0
0.40042,646,294,40,146,33,1,354,67,99,0
0.40043,646,294,40,146,33,1,354,67,99,0
0.40044,646,294,41,146,34,1,354,66,99,0
0.40045,646,294,41,146,34,1,354,66,99,0
0.40046,647,295,41,147,34,2,353,66,98,0
0.40047,647,294,41,147,34,1,353,66,99,0
0.40048,647,295,41,147,34,2,353,66,98,0
0.40049,647,293,41,147,34,0,353,66,100,0
0.4005,647,293,40,147,33,0,353,67,100,0
0.40051,647,293,40,147,33,0,353,67,100,0
0.40052,647,293,40,147,33,0,353,67,100,0
0.40053,647,294,40,147,33,1,353,67,99,0
0.40054,647,294,40,147,33,1,353,67,99,0
0.40055,647,293,40,147,33,0,353,67,100,0
0.40056,647,293,40,147,33,0,353,67,100,0
0.40057,647,294,40,147,33,1,353,67,99,0
0.40058,646,293,40,146,33,0,354,67,100,0
0.40059,646,293,40,146,33,0,354,67,100,0
0.4006,646,294,39,146,32,1,354,68,99,0
0.40061,646,293,39,146,32,0,354,68,100,0
0.40062,646,294,39,146,32,1,354,68,99,0
0.40063,645,293,39,145,32,0,355,68,100,0
0.40064,645,293,39,145,32,0,355,68,100,0
0.40065,645,293,39,145,32,0,355,68,100,0
0.40066,646,293,39,146,32,0,354,68,100,0
0.40067,646,293,39,146,32,0,354,68,100,0
0.40068,646,293,39,146,32,0,354,68,100,0
0.40069,646,293,39,146,32,0,354,68,100,0
0.4007,646,293,39,146,32,0,354,68,100,0
0.40071,646,293,39,146,32,0,354,68,100,0
0.40072,646,294,39,146,32,1,354,68,99,0
0.40073,646,294,39,146,32,1,354,68,99,0
0.40074,646,296,39,146,32,3,354,68,97,0
0.40075,646,294,39,146,32,1,354,68,99,0
0.40076,646,294,39,146,32,1,354,68,99,0
0.40077,646,294,39,146,32,1,354,68,99,0
0.40078,646,294,39,146,32,1,354,68,99,0
0.40079,646,293,39,146,32,0,354,68,100,0
0.4008,646,294,39,146,32,1,354,68,99,0
0.40081,645,293,39,145,32,0,355,68,100,0
0.40082,645,293,39,145,32,0,355,68,100,0
0.40083,645,294,39,145,32,1,355,68,99,0
0.40084,645,293,39,145,32,0,355,68,100,0
0.40085,645,293,38,145,31,0,355,69,100,0
0.40086,646,293,38,146,31,0,354,69,100,0
0.40087,647,294,38,147,31,1,353,69,99,0
0.40088,647,293,38,147,31,0,353,69,100,0
0.40089,647,293,38,147,31,0,353,69,100,0
0.4009,647,293,38,147,31,0,353,69,100,0
0.40091,647,293,38,147,31,0,353,69,100,0
0.40092,646,294,38,146,31,1,354,69,99,0
0.40093,646,293,38,146,31,0,354,69,100,0
0.40094,646,294,38,146,31,1,354,69,99,0
0.40095,646,293,38,146,31,0,354,69,100,0
0.40096,647,293,38,147,31,0,353,69,100,0
0.40097,648,293,38,148,31,0,352,69,100,0
0.40098,647,294,38,147,31,1,353,69,99,0
0.40099,647,293,38,147,31,0,353,69,100,0
0.401,647,293,38,147,31,0,353,69,100,0
0.40101,647,294,38,147,31,1,353,69,99,0
0.40102,647,293,38,147,31,0,353,69,100,0
0.40103,646,293,38,146,31,0,354,69,100,0
0.40104,646,295,38,146,31,2,354,69,98,0
0.40105,647,295,38,147,31,2,353,69,98,0
0.40106,647,294,38,147,31,1,353,69,99,0
0.40107,646,293,38,146,31,0,354,69,100,0
0.40108,646,293,37,146,30,0,354,70,100,0
0.40109,646,293,37,146,30,0,354,70,100,0
0.4011,646,293,37,146,30,0,354,70,100,0
0.40111,646,294,37,146,30,1,354,70,99,0
0.40112,646,296,37,146,30,3,354,70,97,0
0.40113,646,295,37,146,30,2,354,70,98,0
0.40114,646,295,37,146,30,2,354,70,98,0
0.40115,646,295,37,146,30,2,354,70,98,0
0.40116,646,295,37,146,30,2,354,70,98,0
0.40117,646,294,37,146,30,1,354,70,99,0
0.40118,646,294,37,146,30,1,354,70,99,0
0.40119,646,294,37,146,30,1,354,70,99,0
0.4012,646,293,37,146,30,0,354,70,100,0
0.40121,646,293,37,146,30,0,354,70,100,0
0.40122,646,295,36,146,29,2,354,71,98,0
0.40123,646,294,36,146,29,1,354,71,99,0
0.40124,645,295,36,145,29,2,355,71,98,0
0.40125,644,295,36,144,29,2,356,71,98,0
0.40126,644,294,36,144,29,1,356,71,99,0
0.40127,644,293,36,144,29,0,356,71,100,0
0.40128,644,293,36,144,29,0,356,71,100,0
0.40129,645,294,36,145,29,1,355,71,99,0
0.4013,645,293,36,145,29,0,355,71,100,0
0.40131,645,294,36,145,29,1,355,71,99,0
0.40132,644,294,36,144,29,1,356,71,99,0
0.40133,644,294,36,144,29,1,356,71,99,0
0.40134,645,295,36,145,29,2,355,71,98,0
0.40135,645,293,36,145,29,0,355,71,100,0
0.40136,645,293,36,145,29,0,355,71,100,0
0.40137,644,293,36,144,29,0,356,71,100,0
0.40138,644,293,36,144,29,0,356,71,100,0
0.40139,644,293,36,144,29,0,356,71,100,0
0.4014,644,293,36,144,29,0,356,71,100,0
0.40141,643,293,36,143,29,0,357,71,100,0
0.40142,642,294,36,142,29,1,358,71,99,0
0.40143,642,294,37,142,30,1,358,70,99,0
0.40144,642,294,37,142,30,1,358,70,99,0
0.40145,641,294,37,141,30,1,359,70,99,0
0.40146,641,294,37,141,30,1,359,70,99,0
0.40147,643,294,37,143,30,1,357,70,99,0
0.40148,643,293,37,143,30,0,357,70,100,0
0.40149,643,293,37,143,30,0,357,70,100,0
0.4015,643,293,37,143,30,0,357,70,100,0
0.40151,643,294,37,143,30,1,357,70,99,0
0.40152,643,294,37,143,30,1,357,70,99,0
0.40153,643,294,37,143,30,1,357,70,99,0
0.40154,643,293,37,143,30,0,357,70,100,0
0.40155,642,295,37,142,30,2,358,70,98,0
0.40156,642,294,37,142,30,1,358,70,99,0
0.40157,642,294,37,142,30,1,358,70,99,0
0.40158,642,295,37,142,30,2,358,70,98,0
0.40159,642,295,37,142,30,2,358,70,98,0
0.4016,642,294,37,142,30,1,358,70,99,0
0.40161,642,294,37,142,30,1,358,70,99,0
0.40162,642,294,37,142,30,1,358,70,99,0
0.40163,642,295,37,142,30,2,358,70,98,0
0.40164,642,294,38,142,31,1,358,69,99,0
0.40165,642,295,38,142,31,2,358,69,98,0
0.40166,642,295,38,142,31,2,358,69,98,0
0.40167,642,295,38,142,31,2,358,69,98,0
0.40168,642,294,38,142,31,1,358,69,99,0
0.40169,642,296,39,142,32,3,358,68,97,0
0.4017,642,294,39,142,32,1,358,68,99,0
0.40171,642,293,39,142,32,0,358,68,100,0
0.40172,642,294,39,142,32,1,358,68,99,0
0.40173,642,293,39,142,32,0,358,68,100,0
0.40174,642,293,39,142,32,0,358,68,100,0
0.40175,642,293,39,142,32,0,358,68,100,0
0.40176,642,293,39,142,32,0,358,68,100,0
0.40177,642,293,39,142,32,0,358,68,100,0
0.40178,642,294,39,142,32,1,358,68,99,0
0.40179,642,294,39,142,32,1,358,68,99,0
0.4018,642,294,39,142,32,1,358,68,99,0
0.40181,642,296,39,142,32,3,358,68,97,0
0.40182,642,293,39,142,32,0,358,68,100,0
0.40183,642,293,39,142,32,0,358,68,100,0
0.40184,641,293,39,141,32,0,359,68,100,0
0.40185,640,293,38,140,31,0,360,69,100,0
0.40186,640,293,38,140,31,0,360,69,100,0
0.40187,640,293,37,140,30,0,360,70,100,0
0.40188,640,293,37,140,30,0,360,70,100,0
0.40189,640,293,37,140,30,0,360,70,100,0
0.4019,640,294,37,140,30,1,360,70,99,0
0.40191,640,294,37,140,30,1,360,70,99,0
0.40192,641,294,37,141,30,1,359,70,99,0
0.40193,641,294,37,141,30,1,359,70,99,0
0.40194,641,294,37,141,30,1,359,70,99,0
0.40195,640,293,37,140,30,0,360,70,100,0
0.40196,640,294,37,140,30,1,360,70,99,0
0.40197,640,293,37,140,30,0,360,70,100,0
0.40198,640,293,37,140,30,0,360,70,100,0
0.40199,640,294,37,140,30,1,360,70,99,0
0.402,640,293,36,140,29,0,360,71,100,0
