Time (s),pip2(ap2),ap2(a),ap2(b),ap2(#ref),trans(ap2),trans(#pip2),trans(#ref),ap2(b!1).pip2(ap2!1),ap2(a!1).trans(ap2!1)
0.00408,999,1,0,1,300,300,300,1,0
0.00409,999,1,0,1,300,300,300,1,0
0.0041,999,0,0,1,299,300,300,1,1
0.00411,999,0,0,1,299,300,300,1,1
0.00412,999,0,0,1,299,300,300,1,1
0.00413,999,0,0,1,299,300,300,1,1
0.00414,999,0,0,1,299,300,300,1,1
0.00415,999,0,0,1,299,300,300,1,1
0.00416,999,0,0,1,299,300,300,1,1
0.00417,999,0,0,1,299,300,300,1,1
0.00418,999,0,0,1,299,300,300,1,1
0.00419,999,0,0,1,299,300,300,1,1
0.0042,999,0,0,1,299,300,300,1,1
0.00421,999,0,0,1,299,300,300,1,1
0.00422,999,0,0,1,299,300,300,1,1
0.00423,999,0,0,1,299,300,300,1,1
0.00424,999,0,0,1,299,300,300,1,1
0.00425,999,0,0,1,299,300,300,1,1
0.00426,999,0,0,1,299,300,300,1,1
0.00427,999,0,0,1,299,300,300,1,1
0.00428,999,0,0,1,299,300,300,1,1
0.00429,999,0,0,1,299,300,300,1,1
0.0043,999,0,0,1,299,300,300,1,1
0.00431,999,0,0,1,299,300,300,1,1
0.00432,999,0,0,1,299,300,300,1,1
0.00433,999,0,0,1,299,300,300,1,1
0.00434,999,0,0,1,299,300,300,1,1
0.00435,999,0,0,1,299,300,300,1,1
0.00436,999,0,0,1,299,300,300,1,1
0.00437,999,0,0,1,299,300,300,1,1
0.00438,999,0,0,1,299,300,300,1,1
0.00439,999,0,0,1,299,300,300,1,1
0.0044,999,0,0,1,299,300,300,1,1
0.00441,999,0,0,1,299,300,300,1,1
0.00442,999,0,0,1,299,300,300,1,1
0.00443,999,0,0,1,299,300,300,1,1
0.00444,999,0,0,1,299,300,300,1,1
0.00445,999,0,0,1,299,300,300,1,1
0.00446,999,0,0,1,299,300,300,1,1
0.00447,999,0,0,1,299,300,300,1,1
0.00448,999,0,0,1,299,300,300,1,1
0.00449,999,0,0,1,299,300,300,1,1
0.0045,999,0,0,1,299,300,300,1,1
0.00451,999,0,0,1,299,300,300,1,1
0.00452,999,0,0,1,299,300,300,1,1
0.00453,999,0,0,1,299,300,300,1,1
0.00454,999,0,0,1,299,300,300,1,1
0.00455,999,0,0,1,299,300,300,1,1
0.00456,999,0,0,1,299,300,300,1,1
0.00457,999,0,0,1,299,300,300,1,1
0.00458,999,0,0,1,299,300,300,1,1
0.00459,999,0,0,1,299,300,300,1,1
0.0046,999,0,0,1,299,300,300,1,1
0.00461,999,0,0,1,299,300,300,1,1
0.00462,999,0,0,1,299,300,300,1,1
0.00463,999,0,0,1,299,300,300,1,1
0.00464,999,0,0,1,299,300,300,1,1
0.00465,999,0,0,1,299,300,300,1,1
0.00466,999,0,0,1,299,300,300,1,1
0.00467,999,0,0,1,299,300,300,1,1
0.00468,999,0,0,1,299,300,300,1,1
0.00469,999,0,0,1,299,300,300,1,1
0.0047,999,0,0,1,299,300,300,1,1
0.00471,999,0,0,1,299,300,300,1,1
0.00472,999,0,0,1,299,300,300,1,1
0.00473,999,0,0,1,299,300,300,1,1
0.00474,999,0,0,1,299,300,300,1,1
0.00475,999,0,0,1,299,300,300,1,1
0.00476,999,0,0,1,299,300,300,1,1
0.00477,999,0,0,1,299,300,300,1,1
0.00478,999,0,0,1,299,300,300,1,1
0.00479,999,0,0,1,299,300,300,1,1
0.0048,999,0,0,1,299,300,300,1,1
0.00481,999,0,0,1,299,300,300,1,1
0.00482,999,0,0,1,299,300,300,1,1
0.00483,999,0,0,1,299,300,300,1,1
0.00484,999,0,0,1,299,300,300,1,1
0.00485,999,0,0,1,299,300,300,1,1
0.00486,999,0,0,1,299,300,300,1,1
0.00487,999,0,0,1,299,300,300,1,1
0.00488,999,0,0,1,299,300,300,1,1
0.00489,999,0,0,1,299,300,300,1,1
0.0049,999,0,0,1,299,300,300,1,1
0.00491,999,0,0,1,299,300,300,1,1
0.00492,999,0,0,1,299,300,300,1,1
0.00493,999,0,0,1,299,300,300,1,1
0.00494,999,0,0,1,299,300,300,1,1
0.00495,999,0,0,1,299,300,300,1,1
0.00496,999,0,0,1,299,300,300,1,1
0.00497,999,0,0,1,299,300,300,1,1
0.00498,999,0,0,1,299,300,300,1,1
0.00499,999,0,0,1,299,300,300,1,1
0.005,999,0,0,1,299,300,300,1,1
0.00501,999,0,0,1,299,300,300,1,1
0.00502,999,0,0,1,299,300,300,1,1
0.00503,999,0,0,1,299,300,300,1,1
0.00504,999,0,0,1,299,300,300,1,1
0.00505,999,0,0,1,299,300,300,1,1
0.00506,999,0,0,1,299,300,300,1,1
0.00507,999,0,0,1,299,300,300,1,1
0.00508,999,0,0,1,299,300,300,1,1
0.00509,999,0,0,1,299,300,300,1,1
0.0051,999,0,0,1,299,300,300,1,1
0.00511,999,0,0,1,299,300,300,1,1
0.00512,999,0,0,1,299,300,300,1,1
0.00513,999,0,0,1,299,300,300,1,1
0.00514,999,0,0,1,299,300,300,1,1
0.00515,999,0,0,1,299,300,300,1,1
0.00516,999,0,0,1,299,300,300,1,1
0.00517,999,0,0,1,299,300,300,1,1
0.00518,999,0,0,1,299,300,300,1,1
0.00519,999,0,0,1,299,300,300,1,1
0.0052,999,0,0,1,299,300,300,1,1
0.00521,999,0,0,1,299,300,300,1,1
0.00522,999,0,0,1,299,300,300,1,1
0.00523,999,0,0,1,299,300,300,1,1
0.00524,999,0,0,1,299,300,300,1,1
0.00525,999,0,0,1,299,300,300,1,1
0.00526,999,0,0,1,299,300,300,1,1
0.00527,999,0,0,1,299,300,300,1,1
0.00528,999,0,0,1,299,300,300,1,1
0.00529,999,0,0,1,299,300,300,1,1
0.0053,999,0,0,1,299,300,300,1,1
0.00531,999,0,0,1,299,300,300,1,1
0.00532,999,0,0,1,299,300,300,1,1
0.00533,999,0,0,1,299,300,300,1,1
0.00534,999,0,0,1,299,300,300,1,1
0.00535,999,0,0,1,299,300,300,1,1
0.00536,999,0,0,1,299,300,300,1,1
0.00537,999,0,0,1,299,300,300,1,1
0.00538,999,0,0,1,299,300,300,1,1
0.00539,999,0,0,1,299,300,300,1,1
0.0054,999,0,0,1,299,300,300,1,1
0.00541,999,1,0,1,300,300,300,1,0
0.00542,999,1,0,1,300,300,300,1,0
0.00543,999,1,0,1,300,300,300,1,0
0.00544,999,1,0,1,300,300,300,1,0
0.00545,999,1,0,1,300,300,300,1,0
0.00546,999,1,0,1,300,300,300,1,0
0.00547,999,1,0,1,300,300,300,1,0
0.00548,999,1,0,1,300,300,300,1,0
0.00549,999,1,0,1,300,300,300,1,0
0.0055,999,1,0,1,300,300,300,1,0
0.00551,999,1,0,1,300,300,300,1,0
0.00552,999,1,0,1,300,300,300,1,0
0.00553,999,1,0,1,300,300,300,1,0
0.00554,999,1,0,1,300,300,300,1,0
0.00555,999,1,0,1,300,300,300,1,0
0.00556,999,1,0,1,300,300,300,1,0
0.00557,999,1,0,1,300,300,300,1,0
0.00558,999,1,0,1,300,300,300,1,0
0.00559,999,1,0,1,300,300,300,1,0
0.0056,999,1,0,1,300,300,300,1,0
0.00561,999,1,0,1,300,300,300,1,0
0.00562,999,1,0,1,300,300,300,1,0
0.00563,999,1,0,1,300,300,300,1,0
0.00564,999,1,0,1,300,300,300,1,0
0.00565,999,1,0,1,300,300,300,1,0
0.00566,999,1,0,1,300,300,300,1,0
0.00567,999,1,0,1,300,300,300,1,0
0.00568,999,1,0,1,300,300,300,1,0
0.00569,999,1,0,1,300,300,300,1,0
0.0057,999,1,0,1,300,300,300,1,0
0.00571,999,1,0,1,300,300,300,1,0
0.00572,999,1,0,1,300,300,300,1,0
0.00573,999,1,0,1,300,300,300,1,0
0.00574,999,1,0,1,300,300,300,1,0
0.00575,999,1,0,1,300,300,300,1,0
0.00576,999,1,0,1,300,300,300,1,0
0.00577,999,1,0,1,300,300,300,1,0
0.00578,999,1,0,1,300,300,300,1,0
0.00579,999,1,0,1,300,300,300,1,0
0.0058,999,1,0,1,300,300,300,1,0
0.00581,999,1,0,1,300,300,300,1,0
0.00582,999,1,0,1,300,300,300,1,0
0.00583,999,1,0,1,300,300,300,1,0
